eGasI	evarth	eEst	ePv	ePd	erho	eIi	eIh
2.60174e-06	-1.28147	2.78705e-15	2.99039e-13	0.12	2.60182e-06	0.00139367	0.00139371
2.60174e-06	-1.28147	2.78705e-15	2.99039e-13	0.12	2.60182e-06	0.00127008	0.00127011
2.62388e-06	-1.2683	3.06554e-15	3.28558e-13	0.12	2.62395e-06	0.00100476	0.00100479
2.62417e-06	-1.2683	3.06554e-15	3.28558e-13	0.12	2.62424e-06	0.000254331	0.000254338
2.63075e-06	-1.26393	3.16453e-15	3.39465e-13	0.12	2.63082e-06	0.00040348	0.000403491
2.63153e-06	-1.26393	3.16453e-15	3.39149e-13	0.12	2.6316e-06	0.000206323	0.000206329
2.63858e-06	-1.25958	3.26676e-15	3.50086e-13	0.12	2.63866e-06	0.000231595	0.000231602
2.64639e-06	-1.25524	3.37234e-15	3.61043e-13	0.12	2.64646e-06	0.00028578	0.000285788
2.64561e-06	-1.25524	3.37234e-15	3.61381e-13	0.12	2.64569e-06	0.000285588	0.000285596
2.65214e-06	-1.25092	3.48139e-15	3.73394e-13	0.12	2.65222e-06	0.000125723	0.000125726
2.67337e-06	-1.23802	3.83047e-15	4.10765e-13	0.12	2.67345e-06	2.54249e-06	2.54256e-06
2.68648e-06	-1.22948	4.08275e-15	4.38179e-13	0.12	2.68656e-06	0	0
2.74323e-06	-1.19586	5.27244e-15	5.64555e-13	0.12	2.74331e-06	2.67437e-06	2.67445e-06
2.79257e-06	-1.16304	6.81544e-15	7.34217e-13	0.12	2.79265e-06	6.89793e-07	6.89812e-07
2.77237e-06	-1.17117	6.39125e-15	6.94988e-13	0.12	2.77245e-06	6.79863e-07	6.79882e-07
2.74766e-06	-1.18758	5.6214e-15	6.08598e-13	0.12	2.74774e-06	6.68552e-07	6.68571e-07
2.66975e-06	-1.23802	3.83047e-15	4.12297e-13	0.12	2.66983e-06	6.32296e-07	6.32314e-07
2.59638e-06	-1.29032	2.61577e-15	2.77815e-13	0.12	2.59645e-06	2.96921e-05	2.9693e-05
2.53674e-06	-1.33536	1.90663e-15	1.99752e-13	0.12	2.53681e-06	2.83176e-05	2.83184e-05
2.48452e-06	-1.37707	1.43619e-15	1.48388e-13	0.12	2.48459e-06	1.37698e-05	1.37702e-05
2.44138e-06	-1.42958	1.01742e-15	1.01118e-13	0.12	2.44145e-06	5.27197e-07	5.27212e-07
2.42272e-06	-1.46886	7.9268e-16	7.56481e-14	0.12	2.42279e-06	5.20657e-07	5.20672e-07
2.37568e-06	-1.53987	5.13261e-16	4.63557e-14	0.12	2.37575e-06	5.00968e-07	5.00982e-07
2.3791e-06	-1.58708	3.88708e-16	3.2795e-14	0.12	2.37916e-06	8.17181e-06	8.17204e-06
2.38203e-06	-1.61925	3.23159e-16	2.60481e-14	0.12	2.38209e-06	5.22401e-05	5.22416e-05
2.40555e-06	-1.66303	2.52818e-16	1.87974e-14	0.12	2.40562e-06	0.000140002	0.000140006
2.41721e-06	-1.68531	2.23691e-16	1.5966e-14	0.12	2.41728e-06	0.000551278	0.000551293
2.40986e-06	-1.72491	1.80654e-16	1.23777e-14	0.12	2.40993e-06	0.000666261	0.000666279
2.38191e-06	-1.75951	1.50497e-16	1.01964e-14	0.12	2.38198e-06	0.00111269	0.00111272
2.36671e-06	-1.77703	1.37387e-16	9.26941e-15	0.12	2.36677e-06	0.00234027	0.00234034
2.40687e-06	-1.75951	1.50497e-16	9.92553e-15	0.12	2.40694e-06	0.00332754	0.00332763
2.43295e-06	-1.77117	1.41623e-16	8.94539e-15	0.12	2.43301e-06	0.00275605	0.00275613
2.44765e-06	-1.81851	1.11122e-16	6.53509e-15	0.12	2.44772e-06	0.00379906	0.00379916
2.44162e-06	-1.87923	8.21574e-17	4.54895e-15	0.12	2.44168e-06	0.00369964	0.00369974
2.46906e-06	-1.92908	6.45853e-17	3.28194e-15	0.12	2.46913e-06	0.0043816	0.00438173
2.51129e-06	-1.94171	6.08226e-17	2.89073e-15	0.12	2.51136e-06	0.00545293	0.00545308
2.54502e-06	-1.94806	5.90252e-17	2.66399e-15	0.12	2.54509e-06	0.00725909	0.0072593
2.566e-06	-1.96721	5.39501e-17	2.31719e-15	0.12	2.56607e-06	0.0102802	0.0102805
2.61284e-06	-1.95443	5.72816e-17	2.32786e-15	0.12	2.61291e-06	0.0114861	0.0114864
2.61246e-06	-1.96081	5.55902e-17	2.24278e-15	0.12	2.61254e-06	0.0114901	0.0114904
2.59484e-06	-1.98007	5.08144e-17	2.06115e-15	0.12	2.59491e-06	0.00844565	0.00844588
2.59907e-06	-1.99949	4.64543e-17	1.83401e-15	0.12	2.59914e-06	0.00885201	0.00885226
2.59377e-06	-2.006	4.50868e-17	1.78028e-15	0.12	2.59385e-06	0.0082836	0.00828383
2.55837e-06	-1.99949	4.64543e-17	1.94085e-15	0.12	2.55844e-06	0.00689912	0.00689932
2.54384e-06	-1.993	4.78636e-17	2.0521e-15	0.12	2.54391e-06	0.00863871	0.00863895
2.52853e-06	-2.01253	4.376e-17	1.87694e-15	0.12	2.5286e-06	0.00530424	0.00530439
2.51478e-06	-2.02565	4.12241e-17	1.77689e-15	0.12	2.51485e-06	0.00579535	0.00579551
2.52142e-06	-2.01908	4.24729e-17	1.82622e-15	0.12	2.52149e-06	0.00541016	0.00541031
2.52901e-06	-2.01253	4.376e-17	1.87256e-15	0.12	2.52908e-06	0.00372216	0.00372227
2.53856e-06	-2.02565	4.12241e-17	1.71918e-15	0.12	2.53863e-06	0.00302512	0.00302521
2.5597e-06	-2.03223	4.0013e-17	1.60888e-15	0.12	2.55977e-06	0.00518385	0.005184
2.57074e-06	-2.03883	3.88375e-17	1.52689e-15	0.12	2.57082e-06	0.00364139	0.00364149
2.60527e-06	-2.006	4.50868e-17	1.7397e-15	0.12	2.60535e-06	0.00482723	0.00482736
2.60601e-06	-2.01253	4.376e-17	1.67564e-15	0.12	2.60609e-06	0.00309209	0.00309217
2.62713e-06	-1.99949	4.64543e-17	1.74575e-15	0.12	2.6272e-06	0.00379566	0.00379577
2.65242e-06	-1.96721	5.39501e-17	2.01507e-15	0.12	2.65249e-06	0.00351713	0.00351723
2.6893e-06	-1.90401	7.28361e-17	2.74535e-15	0.12	2.68938e-06	0.00566384	0.005664
2.73025e-06	-1.83655	1.01482e-16	3.8693e-15	0.12	2.73032e-06	0.00467142	0.00467155
2.77521e-06	-1.74791	1.59935e-16	6.32378e-15	0.12	2.77529e-06	0.00376401	0.00376411
2.80045e-06	-1.69092	2.16956e-16	8.86939e-15	0.12	2.80052e-06	0.00301795	0.00301803
2.80917e-06	-1.64649	2.77168e-16	1.18999e-14	0.12	2.80925e-06	0.00232925	0.00232932
2.81958e-06	-1.59774	3.65479e-16	1.65858e-14	0.12	2.81966e-06	0.00165853	0.00165858
2.8402e-06	-1.55547	4.67781e-16	2.18612e-14	0.12	2.84028e-06	0.00159752	0.00159756
2.85964e-06	-1.51417	5.9926e-16	2.89362e-14	0.12	2.85972e-06	0.00153565	0.00153569
2.87716e-06	-1.48383	7.22021e-16	3.55603e-14	0.12	2.87724e-06	0.00119866	0.00119869
2.91667e-06	-1.47383	7.68377e-16	3.5606e-14	0.12	2.91675e-06	0.00136756	0.0013676
2.99682e-06	-1.4442	9.26413e-16	3.78938e-14	0.12	2.99691e-06	0.00122265	0.00122269
3.0179e-06	-1.4199	1.08309e-15	4.42706e-14	0.12	3.01798e-06	0.00042573	0.000425742
3.06654e-06	-1.40072	1.22763e-15	4.59753e-14	0.12	3.06663e-06	5.65339e-05	5.65355e-05
3.11492e-06	-1.34914	1.73457e-15	6.36329e-14	0.12	3.115e-06	3.57707e-06	3.57717e-06
3.14516e-06	-1.31267	2.23281e-15	8.18048e-14	0.12	3.14525e-06	9.04464e-07	9.04489e-07
3.14676e-06	-1.32171	2.09605e-15	7.47229e-14	0.12	3.14685e-06	9.0661e-07	9.06635e-07
3.04871e-06	-1.32171	2.09605e-15	9.90371e-14	0.12	3.0488e-06	7.00249e-05	7.00268e-05
2.63366e-06	-1.33536	1.90663e-15	1.78779e-13	0.12	2.63374e-06	7.71015e-05	7.71037e-05
2.66671e-06	-1.32171	2.09605e-15	1.93359e-13	0.12	2.66678e-06	1.03161e-05	1.03163e-05
2.65158e-06	-1.31718	2.16334e-15	2.05179e-13	0.12	2.65165e-06	0.000262814	0.000262821
2.60645e-06	-1.30817	2.30457e-15	2.34678e-13	0.12	2.60652e-06	7.4881e-05	7.48831e-05
2.6039e-06	-1.29922	2.45518e-15	2.54896e-13	0.12	2.60397e-06	0.000121577	0.000121581
2.60274e-06	-1.29476	2.5342e-15	2.65619e-13	0.12	2.60281e-06	0.000225853	0.000225859
2.61282e-06	-1.28589	2.70003e-15	2.84318e-13	0.12	2.61289e-06	8.94386e-05	8.94411e-05
2.63394e-06	-1.27267	2.96972e-15	3.12664e-13	0.12	2.63402e-06	0.000256735	0.000256742
2.65225e-06	-1.25958	3.26676e-15	3.44859e-13	0.12	2.65232e-06	0.000209909	0.000209914
2.6697e-06	-1.24661	3.59399e-15	3.80777e-13	0.12	2.66978e-06	0.00026348	0.000263487
2.66976e-06	-1.24231	3.71032e-15	3.96418e-13	0.12	2.66983e-06	0.000189061	0.000189066
2.69806e-06	-1.221	4.35187e-15	4.68315e-13	0.12	2.69813e-06	0.000326233	0.000326242
2.69776e-06	-1.221	4.35187e-15	4.68315e-13	0.12	2.69784e-06	0.000268469	0.000268477
2.71763e-06	-1.20837	4.78979e-15	5.15834e-13	0.12	2.7177e-06	0.000624805	0.000624822
2.72965e-06	-1.19171	5.44409e-15	5.976e-13	0.12	2.72973e-06	0.00086441	0.000864434
2.67537e-06	-1.21678	4.49314e-15	5.01014e-13	0.12	2.67545e-06	0.000450321	0.000450333
2.69161e-06	-1.20837	4.78979e-15	5.32598e-13	0.12	2.69169e-06	0.000266448	0.000266455
2.7162e-06	-1.19586	5.27244e-15	5.83008e-13	0.12	2.71627e-06	9.60978e-05	9.61005e-05
2.73684e-06	-1.18346	5.80452e-15	6.4174e-13	0.12	2.73692e-06	2.40811e-05	2.40818e-05
2.76586e-06	-1.1671	6.59992e-15	7.27539e-13	0.12	2.76593e-06	4.38675e-05	4.38687e-05
2.77838e-06	-1.15899	7.03817e-15	7.76469e-13	0.12	2.77846e-06	0.00015771	0.000157714
2.78145e-06	-1.15899	7.03817e-15	7.7295e-13	0.12	2.78153e-06	4.43454e-05	4.43467e-05
2.83116e-06	-1.13497	8.53873e-15	9.24629e-13	0.12	2.83124e-06	7.06917e-07	7.06937e-07
2.86777e-06	-1.13101	8.81873e-15	9.1345e-13	0.12	2.86785e-06	1.16895e-05	1.16899e-05
2.93905e-06	-1.11919	9.71587e-15	9.25558e-13	0.12	2.93914e-06	1.22844e-05	1.22847e-05
3.00947e-06	-1.0768	1.38767e-14	1.30853e-12	0.12	3.00955e-06	7.18265e-06	7.18285e-06
3.05166e-06	-1.03948	1.92193e-14	1.86304e-12	0.12	3.05175e-06	8.11831e-07	8.11854e-07
3.01574e-06	-1.03215	2.05169e-14	2.16708e-12	0.12	3.01582e-06	7.91223e-07	7.91245e-07
3.05613e-06	-1.01403	2.41639e-14	2.50564e-12	0.12	3.05622e-06	8.09965e-07	8.09988e-07
3.10668e-06	-1.01763	2.33852e-14	2.1795e-12	0.12	3.10677e-06	3.35746e-06	3.35755e-06
3.14046e-06	-1.01044	2.49686e-14	2.21941e-12	0.12	3.14055e-06	3.42531e-06	3.42541e-06
3.16084e-06	-1.01044	2.49686e-14	2.12453e-12	0.12	3.16092e-06	8.65726e-07	8.6575e-07
3.1755e-06	-1.00329	2.66613e-14	2.2469e-12	0.12	3.17559e-06	8.72352e-07	8.72376e-07
3.18238e-06	-1.01763	2.33852e-14	1.84977e-12	0.12	3.18247e-06	0	0
3.1867e-06	-1.01044	2.49686e-14	2.00218e-12	0.12	3.18679e-06	3.52498e-06	3.52508e-06
3.19583e-06	-1.00329	2.66613e-14	2.14292e-12	0.12	3.19592e-06	3.53954e-06	3.53964e-06
3.19733e-06	-1.01403	2.41639e-14	1.86772e-12	0.12	3.19741e-06	8.86011e-07	8.86036e-07
3.19206e-06	-1.02125	2.2632e-14	1.72695e-12	0.12	3.19215e-06	8.84454e-07	8.84478e-07
3.17098e-06	-1.03948	1.92193e-14	1.44599e-12	0.12	3.17107e-06	8.76263e-07	8.76288e-07
3.13311e-06	-1.06173	1.58046e-14	1.2102e-12	0.12	3.1332e-06	8.59571e-07	8.59595e-07
3.0674e-06	-1.10749	1.07059e-14	8.2697e-13	0.12	3.06748e-06	0	0
3.00039e-06	-1.17525	6.18927e-15	4.57675e-13	0.12	3.00048e-06	8.05147e-07	8.05169e-07
2.92811e-06	-1.26393	3.16453e-15	2.18264e-13	0.12	2.92819e-06	7.77906e-07	7.77928e-07
2.86277e-06	-1.36304	1.57825e-15	9.99076e-14	0.12	2.86285e-06	0	0
2.8726e-06	-1.41028	1.15307e-15	6.55663e-14	0.12	2.87268e-06	7.65695e-07	7.65716e-07
2.87235e-06	-1.45402	8.70366e-16	4.57078e-14	0.12	2.87243e-06	3.08865e-06	3.08873e-06
2.84722e-06	-1.52954	5.46045e-16	2.63763e-14	0.12	2.8473e-06	7.65209e-07	7.65231e-07
2.83043e-06	-1.61925	3.23159e-16	1.39619e-14	0.12	2.83051e-06	7.6539e-07	7.65412e-07
2.83292e-06	-1.66303	2.52818e-16	1.01763e-14	0.12	2.833e-06	2.80229e-05	2.80237e-05
2.85029e-06	-1.71921	1.86245e-16	6.6695e-15	0.12	2.85037e-06	3.89764e-05	3.89775e-05
2.8408e-06	-1.77117	1.41623e-16	4.80999e-15	0.12	2.84088e-06	0.000157792	0.000157796
2.83244e-06	-1.77703	1.37387e-16	4.70814e-15	0.12	2.83252e-06	0.000323719	0.000323728
2.82651e-06	-1.81253	1.14537e-16	3.79168e-15	0.12	2.82659e-06	0.00064331	0.000643327
2.84916e-06	-1.79471	1.25436e-16	4.0499e-15	0.12	2.84924e-06	0.000971807	0.000971834
2.86743e-06	-1.77703	1.37387e-16	4.36468e-15	0.12	2.86751e-06	0.00276355	0.00276363
2.85488e-06	-1.81253	1.14537e-16	3.5626e-15	0.12	2.85496e-06	0.00400798	0.00400809
2.8335e-06	-1.86695	8.72628e-17	2.64904e-15	0.12	2.83358e-06	0.00293425	0.00293434
2.83013e-06	-1.90401	7.28361e-17	2.12624e-15	0.12	2.83021e-06	0.00349546	0.00349556
2.81974e-06	-1.94806	5.90252e-17	1.67237e-15	0.12	2.81982e-06	0.00360343	0.00360353
2.81667e-06	-1.98007	5.08144e-17	1.39548e-15	0.12	2.81675e-06	0.00476075	0.00476088
2.81443e-06	-1.98652	4.93166e-17	1.34971e-15	0.12	2.81451e-06	0.00673664	0.00673683
2.81724e-06	-1.96721	5.39501e-17	1.49715e-15	0.12	2.81732e-06	0.00852471	0.00852495
2.80129e-06	-1.97363	5.23584e-17	1.48994e-15	0.12	2.80137e-06	0.0096131	0.00961337
2.78316e-06	-1.993	4.78636e-17	1.38201e-15	0.12	2.78324e-06	0.00891974	0.00891999
2.78401e-06	-1.98652	4.93166e-17	1.42861e-15	0.12	2.78409e-06	0.0114187	0.011419
2.78538e-06	-1.98007	5.08144e-17	1.47679e-15	0.12	2.78546e-06	0.0103384	0.0103387
2.77622e-06	-1.98652	4.93166e-17	1.44834e-15	0.12	2.77629e-06	0.0120343	0.0120346
2.76581e-06	-1.98007	5.08144e-17	1.53268e-15	0.12	2.76589e-06	0.011715	0.0117153
2.76536e-06	-1.97363	5.23584e-17	1.58942e-15	0.12	2.76544e-06	0.0108246	0.0108249
2.7702e-06	-1.96721	5.39501e-17	1.63202e-15	0.12	2.77028e-06	0.0146211	0.0146215
2.76767e-06	-1.98007	5.08144e-17	1.52252e-15	0.12	2.76775e-06	0.00920161	0.00920186
2.75989e-06	-1.99949	4.64543e-17	1.3834e-15	0.12	2.75997e-06	0.00956464	0.00956491
2.75475e-06	-1.993	4.78636e-17	1.44902e-15	0.12	2.75483e-06	0.00932608	0.00932635
2.76182e-06	-1.98652	4.93166e-17	1.48286e-15	0.12	2.7619e-06	0.00822071	0.00822094
2.76314e-06	-1.96081	5.55902e-17	1.71467e-15	0.12	2.76322e-06	0.00749143	0.00749164
2.76892e-06	-1.94806	5.90252e-17	1.82583e-15	0.12	2.769e-06	0.00751251	0.00751272
2.76174e-06	-1.96081	5.55902e-17	1.72023e-15	0.12	2.76181e-06	0.00457218	0.00457231
2.77968e-06	-1.94171	6.08226e-17	1.85675e-15	0.12	2.77975e-06	0.0032752	0.00327529
2.78223e-06	-1.93538	6.26756e-17	1.91922e-15	0.12	2.78231e-06	0.00236098	0.00236105
2.804e-06	-1.90401	7.28361e-17	2.21365e-15	0.12	2.80408e-06	0.00147364	0.00147369
2.8434e-06	-1.83655	1.01482e-16	3.08788e-15	0.12	2.84348e-06	0.00198411	0.00198416
2.89591e-06	-1.73064	1.75231e-16	5.50615e-15	0.12	2.89599e-06	0.000824017	0.00082404
2.93419e-06	-1.6575	2.60684e-16	8.37986e-15	0.12	2.93427e-06	0.000415763	0.000415774
2.93703e-06	-1.61925	3.23159e-16	1.09889e-14	0.12	2.93711e-06	0.000190409	0.000190414
2.75309e-06	-1.5607	4.53552e-16	2.44191e-14	0.12	2.75317e-06	0.000776444	0.000776465
2.67314e-06	-1.504	6.37626e-16	4.2386e-14	0.12	2.67322e-06	0.000723014	0.000723034
2.64798e-06	-1.47882	7.4483e-16	5.33634e-14	0.12	2.64805e-06	0.00123858	0.00123861
2.61984e-06	-1.45402	8.70366e-16	6.73799e-14	0.12	2.61991e-06	0.00120512	0.00120516
2.61921e-06	-1.43931	9.55796e-16	7.58881e-14	0.12	2.61929e-06	0.00120171	0.00120174
2.60365e-06	-1.42473	1.04974e-15	8.71073e-14	0.12	2.60372e-06	0.00184868	0.00184873
2.60236e-06	-1.4055	1.18975e-15	1.02148e-13	0.12	2.60243e-06	0.0022332	0.00223327
2.637e-06	-1.39122	1.3071e-15	1.10108e-13	0.12	2.63708e-06	0.00264684	0.00264691
2.65965e-06	-1.38649	1.34877e-15	1.11317e-13	0.12	2.65972e-06	0.00233526	0.00233533
2.66411e-06	-1.37238	1.48204e-15	1.2481e-13	0.12	2.66419e-06	0.000749019	0.00074904
2.6668e-06	-1.35376	1.68078e-15	1.45877e-13	0.12	2.66687e-06	0.000948086	0.000948113
2.66933e-06	-1.34453	1.7901e-15	1.57492e-13	0.12	2.66941e-06	0.00117378	0.00117381
2.66965e-06	-1.33994	1.84744e-15	1.63819e-13	0.12	2.66973e-06	0.00135892	0.00135895
2.64752e-06	-1.3308	1.96776e-15	1.82532e-13	0.12	2.6476e-06	0.00174013	0.00174018
2.65295e-06	-1.31718	2.16334e-15	2.04314e-13	0.12	2.65302e-06	0.00246991	0.00246998
2.65541e-06	-1.30369	2.37867e-15	2.29602e-13	0.12	2.65549e-06	0.00255855	0.00255863
2.65403e-06	-1.29476	2.5342e-15	2.49146e-13	0.12	2.65411e-06	0.0022901	0.00229016
2.64512e-06	-1.28589	2.70003e-15	2.72978e-13	0.12	2.64519e-06	0.00244114	0.00244121
2.64473e-06	-1.28147	2.78705e-15	2.84267e-13	0.12	2.6448e-06	0.00210306	0.00210312
2.6452e-06	-1.27707	2.87691e-15	2.95718e-13	0.12	2.64527e-06	0.00138054	0.00138058
2.65818e-06	-1.2683	3.06554e-15	3.15376e-13	0.12	2.65826e-06	0.000980232	0.00098026
2.66877e-06	-1.25958	3.26676e-15	3.37345e-13	0.12	2.66885e-06	0.000882742	0.000882767
2.67377e-06	-1.25524	3.37234e-15	3.48903e-13	0.12	2.67385e-06	0.000835573	0.000835597
2.55915e-06	-1.24231	3.71032e-15	3.84545e-13	0.12	2.55922e-06	0.00094393	0.000943956
2.70493e-06	-1.23375	3.95457e-15	4.10209e-13	0.12	2.70501e-06	0.000621291	0.000621309
2.7099e-06	-1.22948	4.08275e-15	4.24297e-13	0.12	2.70997e-06	0.000666877	0.000666895
2.69936e-06	-1.23375	3.95457e-15	4.12977e-13	0.12	2.69944e-06	0.000618464	0.000618481
2.70891e-06	-1.22524	4.21511e-15	4.42243e-13	0.12	2.70898e-06	0.000271176	0.000271184
2.78484e-06	-1.17935	5.99377e-15	6.26663e-13	0.12	2.78492e-06	6.87799e-07	6.87818e-07
2.85292e-06	-1.13497	8.53873e-15	8.96452e-13	0.12	2.853e-06	2.8808e-06	2.88088e-06
2.86574e-06	-1.12312	9.40694e-15	9.95899e-13	0.12	2.86582e-06	7.24042e-07	7.24062e-07
2.87473e-06	-1.11528	1.00351e-14	1.0683e-12	0.12	2.87481e-06	7.27785e-07	7.27805e-07
2.87506e-06	-1.11528	1.00351e-14	1.0673e-12	0.12	2.87514e-06	7.27963e-07	7.27983e-07
2.90496e-06	-1.09589	1.17983e-14	1.25801e-12	0.12	2.90504e-06	7.41325e-07	7.41346e-07
2.91576e-06	-1.08822	1.25889e-14	1.34594e-12	0.12	2.91584e-06	7.46023e-07	7.46043e-07
2.94032e-06	-1.06924	1.48089e-14	1.59913e-12	0.12	2.94041e-06	0	0
2.93111e-06	-1.07301	1.43352e-14	1.55523e-12	0.12	2.93119e-06	0	0
2.93456e-06	-1.0768	1.38767e-14	1.48199e-12	0.12	2.93465e-06	7.54466e-07	7.54487e-07
2.95054e-06	-1.06924	1.48089e-14	1.57248e-12	0.12	2.95062e-06	7.61943e-07	7.61964e-07
2.97665e-06	-1.05427	1.68685e-14	1.78739e-12	0.12	2.97673e-06	7.73703e-07	7.73725e-07
2.99353e-06	-1.05055	1.74274e-14	1.81339e-12	0.12	2.99361e-06	7.82233e-07	7.82255e-07
3.00925e-06	-1.04316	1.8602e-14	1.92424e-12	0.12	3.00934e-06	7.89531e-07	7.89553e-07
3.02122e-06	-1.03581	1.98574e-14	2.05385e-12	0.12	3.0213e-06	7.94787e-07	7.94809e-07
3.01494e-06	-1.03948	1.92193e-14	1.98797e-12	0.12	3.01502e-06	7.91997e-07	7.92019e-07
3.02312e-06	-1.03581	1.98574e-14	2.04591e-12	0.12	3.0232e-06	7.95812e-07	7.95835e-07
3.00801e-06	-1.04685	1.80049e-14	1.84637e-12	0.12	3.00809e-06	5.11992e-05	5.12006e-05
2.99576e-06	-1.05427	1.68685e-14	1.73172e-12	0.12	2.99584e-06	6.44778e-05	6.44796e-05
2.98429e-06	-1.06173	1.58046e-14	1.62112e-12	0.12	2.98437e-06	0.000205161	0.000205167
2.98517e-06	-1.06173	1.58046e-14	1.61954e-12	0.12	2.98526e-06	2.83309e-05	2.83317e-05
2.98548e-06	-1.06173	1.58046e-14	1.61954e-12	0.12	2.98556e-06	3.12466e-06	3.12475e-06
2.95354e-06	-1.0768	1.38767e-14	1.44036e-12	0.12	2.95363e-06	0.000112464	0.000112467
2.83154e-06	-1.13101	8.81873e-15	9.63716e-13	0.12	2.83162e-06	0.000979917	0.000979944
2.79077e-06	-1.15496	7.2683e-15	7.95999e-13	0.12	2.79085e-06	0.0013799	0.00137994
2.76897e-06	-1.1671	6.59992e-15	7.24239e-13	0.12	2.76905e-06	0.00282991	0.00282998
2.73568e-06	-1.19171	5.44409e-15	5.91612e-13	0.12	2.73575e-06	0.0032733	0.00327339
2.70783e-06	-1.21257	4.63906e-15	4.99628e-13	0.12	2.70791e-06	0.00375436	0.00375446
2.67808e-06	-1.23802	3.83047e-15	4.06168e-13	0.12	2.67815e-06	0.00450205	0.00450218
2.64392e-06	-1.2683	3.06554e-15	3.19668e-13	0.12	2.64399e-06	0.0032847	0.00328479
2.62476e-06	-1.29032	2.61577e-15	2.67875e-13	0.12	2.62484e-06	0.00366524	0.00366534
2.60937e-06	-1.32624	2.03087e-15	1.98529e-13	0.12	2.60944e-06	0.00221772	0.00221778
2.57385e-06	-1.37707	1.43619e-15	1.34026e-13	0.12	2.57392e-06	0.0015114	0.00151144
2.55912e-06	-1.42473	1.04974e-15	9.21461e-14	0.12	2.5592e-06	0.00131369	0.00131373
2.55369e-06	-1.45402	8.70366e-16	7.33854e-14	0.12	2.55376e-06	0.000874015	0.00087404
2.51364e-06	-1.5347	5.29398e-16	4.14043e-14	0.12	2.51371e-06	0.000479838	0.000479852
2.48972e-06	-1.59774	3.65479e-16	2.68923e-14	0.12	2.48979e-06	0.000316346	0.000316355
2.50476e-06	-1.59774	3.65479e-16	2.64172e-14	0.12	2.50483e-06	0.000380738	0.000380749
2.48728e-06	-1.62467	3.13379e-16	2.22845e-14	0.12	2.48735e-06	0.000192091	0.000192097
2.51731e-06	-1.61385	3.3325e-16	2.31938e-14	0.12	2.51738e-06	0.000561802	0.000561817
2.48784e-06	-1.69654	2.10429e-16	1.3612e-14	0.12	2.48791e-06	0.0004121	0.000412111
2.45014e-06	-1.78291	1.33281e-16	8.11348e-15	0.12	2.45021e-06	0.00025972	0.000259727
2.40866e-06	-1.85473	9.26911e-17	5.45444e-15	0.12	2.40873e-06	0.000330742	0.000330751
2.41849e-06	-1.85473	9.26911e-17	5.38955e-15	0.12	2.41856e-06	0.00049283	0.000492843
2.45918e-06	-1.7888	1.29298e-16	7.71661e-15	0.12	2.45925e-06	0.00126399	0.00126403
2.45975e-06	-1.81253	1.14537e-16	6.64366e-15	0.12	2.45982e-06	0.00132828	0.00132831
2.42393e-06	-1.89779	7.50602e-17	4.13479e-15	0.12	2.42399e-06	0.00061054	0.000610557
2.42341e-06	-1.95443	5.72816e-17	2.97515e-15	0.12	2.42348e-06	0.000925942	0.000925968
2.53276e-06	-2.03223	4.0013e-17	1.67691e-15	0.12	2.53283e-06	0.00546978	0.00546993
2.59519e-06	-1.98007	5.08144e-17	2.05099e-15	0.12	2.59526e-06	0.00974519	0.00974546
2.61887e-06	-1.96721	5.39501e-17	2.12836e-15	0.12	2.61895e-06	0.0103104	0.0103107
2.62335e-06	-1.94806	5.90252e-17	2.35706e-15	0.12	2.62342e-06	0.0115718	0.0115722
2.60981e-06	-1.95443	5.72816e-17	2.31641e-15	0.12	2.60989e-06	0.00944716	0.00944742
2.65122e-06	-1.97363	5.23584e-17	1.94546e-15	0.12	2.65129e-06	0.00740422	0.00740443
2.64135e-06	-1.98007	5.08144e-17	1.90363e-15	0.12	2.64143e-06	0.00839238	0.00839261
2.6361e-06	-1.993	4.78636e-17	1.78407e-15	0.12	2.63617e-06	0.00454863	0.00454875
2.61339e-06	-2.006	4.50868e-17	1.71716e-15	0.12	2.61347e-06	0.00387166	0.00387176
2.62244e-06	-1.99949	4.64543e-17	1.75504e-15	0.12	2.62252e-06	0.0033389	0.003339
2.64106e-06	-1.97363	5.23584e-17	1.97163e-15	0.12	2.64113e-06	0.00718141	0.00718161
2.65113e-06	-1.97363	5.23584e-17	1.94022e-15	0.12	2.6512e-06	0.00485396	0.00485409
2.66632e-06	-1.96081	5.55902e-17	2.03709e-15	0.12	2.6664e-06	0.00378081	0.00378092
2.68995e-06	-1.93538	6.26756e-17	2.2702e-15	0.12	2.69003e-06	0.00568513	0.00568529
2.71003e-06	-1.91025	7.06781e-17	2.54427e-15	0.12	2.7101e-06	0.00388738	0.00388749
2.7257e-06	-1.8854	7.9719e-17	2.87583e-15	0.12	2.72578e-06	0.00225304	0.00225311
2.64283e-06	-1.80658	1.18058e-16	5.37147e-15	0.12	2.6429e-06	0.000782961	0.000782983
2.54035e-06	-1.6575	2.60684e-16	1.65393e-14	0.12	2.54042e-06	0.000793805	0.000793827
2.52846e-06	-1.57648	4.13432e-16	2.97495e-14	0.12	2.52853e-06	0.00124844	0.00124847
2.52192e-06	-1.51928	5.80961e-16	4.57753e-14	0.12	2.522e-06	0.00211792	0.00211798
2.51618e-06	-1.48885	6.99914e-16	5.81328e-14	0.12	2.51625e-06	0.00172831	0.00172836
