eGasI	evarth	eEst	ePv	ePd	erho	eIi	eIh
2.10084e-06	-1.60847	3.43657e-16	3.59784e-14	0.12	2.1009e-06	0.000564046	0.000564062
2.10807e-06	-1.6031	3.54398e-16	3.71717e-14	0.12	2.10813e-06	0.000397401	0.000397412
2.12884e-06	-1.58177	4.00875e-16	4.25181e-14	0.12	2.1289e-06	0.000492009	0.000492023
2.13479e-06	-1.56594	4.39758e-16	4.74259e-14	0.12	2.13485e-06	0.000188732	0.000188737
2.15165e-06	-1.53987	5.13261e-16	5.65696e-14	0.12	2.15171e-06	0.000340609	0.000340619
2.1587e-06	-1.5244	5.63228e-16	6.30243e-14	0.12	2.15876e-06	0.000781916	0.000781938
2.18991e-06	-1.49893	6.57738e-16	7.43038e-14	0.12	2.18997e-06	0.00106957	0.0010696
2.20744e-06	-1.48885	6.99914e-16	7.90602e-14	0.12	2.2075e-06	0.000828758	0.000828781
2.2243e-06	-1.47882	7.4483e-16	8.41249e-14	0.12	2.22437e-06	0.00111362	0.00111365
2.24968e-06	-1.4639	8.17764e-16	9.2348e-14	0.12	2.24975e-06	0.00119606	0.00119609
2.24941e-06	-1.4639	8.17764e-16	9.2348e-14	0.12	2.24947e-06	0.00152099	0.00152103
2.25773e-06	-1.45895	8.43653e-16	9.52665e-14	0.12	2.25779e-06	0.00147715	0.00147719
2.27428e-06	-1.4491	8.97946e-16	1.01387e-13	0.12	2.27434e-06	0.00144627	0.00144631
2.29045e-06	-1.43931	9.55796e-16	1.07907e-13	0.12	2.29052e-06	0.00147122	0.00147126
2.29017e-06	-1.43931	9.55796e-16	1.07907e-13	0.12	2.29024e-06	0.000909291	0.000909317
2.28168e-06	-1.4442	9.26413e-16	1.04595e-13	0.12	2.28175e-06	0.00081533	0.000815352
2.29808e-06	-1.43444	9.86126e-16	1.11326e-13	0.12	2.29815e-06	0.000829744	0.000829767
2.31438e-06	-1.42473	1.04974e-15	1.18495e-13	0.12	2.31444e-06	0.000844041	0.000844064
2.32221e-06	-1.4199	1.08309e-15	1.22253e-13	0.12	2.32228e-06	0.000475272	0.000475285
2.32221e-06	-1.4199	1.08309e-15	1.22253e-13	0.12	2.32228e-06	0.000766353	0.000766375
2.32193e-06	-1.4199	1.08309e-15	1.22253e-13	0.12	2.322e-06	0.00103407	0.0010341
2.31382e-06	-1.42473	1.04974e-15	1.18495e-13	0.12	2.31388e-06	0.00117477	0.0011748
2.32137e-06	-1.4199	1.08309e-15	1.22253e-13	0.12	2.32144e-06	0.00108231	0.00108234
2.31326e-06	-1.42473	1.04974e-15	1.18495e-13	0.12	2.31332e-06	0.000570327	0.000570343
2.31298e-06	-1.42473	1.04974e-15	1.18495e-13	0.12	2.31304e-06	0.000605588	0.000605605
2.32918e-06	-1.41509	1.11753e-15	1.26133e-13	0.12	2.32924e-06	0.000579824	0.00057984
2.32889e-06	-1.41509	1.11753e-15	1.26133e-13	0.12	2.32896e-06	0.000478504	0.000478517
2.33724e-06	-1.41028	1.15307e-15	1.30138e-13	0.12	2.3373e-06	0.000124084	0.000124088
2.35328e-06	-1.40072	1.22763e-15	1.38539e-13	0.12	2.35335e-06	0.000179186	0.000179191
2.35356e-06	-1.40072	1.22763e-15	1.38539e-13	0.12	2.35363e-06	0.000265149	0.000265157
2.36951e-06	-1.39122	1.3071e-15	1.47491e-13	0.12	2.36958e-06	0.000163108	0.000163112
2.37773e-06	-1.38649	1.34877e-15	1.52185e-13	0.12	2.3778e-06	4.02481e-05	4.02492e-05
2.39382e-06	-1.37707	1.43619e-15	1.62032e-13	0.12	2.39389e-06	1.98629e-06	1.98635e-06
2.40953e-06	-1.3677	1.52938e-15	1.72527e-13	0.12	2.4096e-06	2.01742e-06	2.01748e-06
2.44868e-06	-1.34453	1.7901e-15	2.01886e-13	0.12	2.44875e-06	0	0
2.5247e-06	-1.29922	2.45518e-15	2.76747e-13	0.12	2.52477e-06	5.59586e-07	5.59602e-07
2.55478e-06	-1.28147	2.78705e-15	3.14089e-13	0.12	2.55485e-06	0	0
2.56217e-06	-1.27707	2.87691e-15	3.24199e-13	0.12	2.56224e-06	5.77737e-07	5.77753e-07
2.38593e-06	-1.38177	1.39177e-15	1.57029e-13	0.12	2.386e-06	4.91465e-07	4.91479e-07
2.29384e-06	-1.43931	9.55796e-16	1.07525e-13	0.12	2.2939e-06	4.45728e-07	4.45741e-07
2.30722e-06	-1.42958	1.01742e-15	1.14751e-13	0.12	2.30728e-06	4.52282e-07	4.52294e-07
2.22252e-06	-1.49388	6.78493e-16	7.50162e-14	0.12	2.22259e-06	4.10768e-07	4.1078e-07
2.18183e-06	-1.52954	5.46045e-16	5.94666e-14	0.12	2.18189e-06	3.90993e-07	3.91004e-07
2.18688e-06	-1.5347	5.29398e-16	5.70215e-14	0.12	2.18694e-06	3.94269e-07	3.9428e-07
2.12277e-06	-1.58708	3.88708e-16	4.12299e-14	0.12	2.12283e-06	5.8501e-06	5.85027e-06
2.116e-06	-1.59774	3.65479e-16	3.84415e-14	0.12	2.11606e-06	5.80238e-06	5.80255e-06
2.09457e-06	-1.64101	2.85803e-16	2.89599e-14	0.12	2.09463e-06	8.87266e-06	8.87291e-06
2.16672e-06	-1.66303	2.52818e-16	2.34998e-14	0.12	2.16678e-06	6.86699e-05	6.86718e-05
2.17409e-06	-1.71921	1.86245e-16	1.60935e-14	0.12	2.17416e-06	4.11645e-05	4.11656e-05
2.09588e-06	-1.7537	1.55144e-16	1.37683e-14	0.12	2.09594e-06	5.34771e-05	5.34786e-05
2.13478e-06	-1.78291	1.33281e-16	1.10856e-14	0.12	2.13484e-06	7.8017e-05	7.80192e-05
2.08819e-06	-1.83655	1.01482e-16	8.28378e-15	0.12	2.08825e-06	0.000122812	0.000122815
2.1506e-06	-1.84865	9.55325e-17	7.30245e-15	0.12	2.15066e-06	0.000184978	0.000184984
2.20769e-06	-1.89159	7.73541e-17	5.3746e-15	0.12	2.20775e-06	0.000221177	0.000221183
2.21461e-06	-1.89779	7.50602e-17	5.1481e-15	0.12	2.21468e-06	0.000314951	0.00031496
2.26193e-06	-1.93538	6.26756e-17	3.95617e-15	0.12	2.26199e-06	0.000284644	0.000284651
2.26197e-06	-2.03223	4.0013e-17	2.30111e-15	0.12	2.26204e-06	0.000142496	0.0001425
2.36701e-06	-2.03883	3.88375e-17	1.98906e-15	0.12	2.36707e-06	0.000382556	0.000382566
2.41648e-06	-2.03223	4.0013e-17	1.94899e-15	0.12	2.41655e-06	0.000468162	0.000468175
2.42126e-06	-2.03223	4.0013e-17	1.93699e-15	0.12	2.42133e-06	0.000701978	0.000701997
2.43305e-06	-2.03883	3.88375e-17	1.84148e-15	0.12	2.43312e-06	0.000668148	0.000668167
2.40346e-06	-2.11272	2.80017e-17	1.28469e-15	0.12	2.40353e-06	0.000234232	0.000234238
2.39297e-06	-2.13328	2.56187e-17	1.16813e-15	0.12	2.39304e-06	0.000337303	0.000337312
2.47401e-06	-2.09235	3.06099e-17	1.31199e-15	0.12	2.47408e-06	0.00109568	0.00109571
2.45707e-06	-2.13328	2.56187e-17	1.08102e-15	0.12	2.45714e-06	0.000780562	0.000780584
2.45806e-06	-2.16095	2.27576e-17	9.35788e-16	0.12	2.45813e-06	0.000494819	0.000494833
2.48216e-06	-2.18191	2.08264e-17	8.15088e-16	0.12	2.48223e-06	0.000369827	0.000369837
2.43299e-06	-2.29673	1.30026e-17	4.93195e-16	0.12	2.43306e-06	8.72589e-05	8.72614e-05
2.44874e-06	-2.24587	1.59723e-17	6.17963e-16	0.12	2.44881e-06	0.000532092	0.000532106
2.45481e-06	-2.26754	1.46233e-17	5.51404e-16	0.12	2.45488e-06	0.000536388	0.000536403
2.48058e-06	-2.22437	1.74474e-17	6.5903e-16	0.12	2.48065e-06	0.000183634	0.00018364
2.40622e-06	-2.35609	1.02863e-17	3.8447e-16	0.12	2.40629e-06	0.000153283	0.000153288
2.49845e-06	-2.21014	1.85071e-17	6.89586e-16	0.12	2.49852e-06	0.000595127	0.000595144
2.49689e-06	-2.25307	1.55091e-17	5.5826e-16	0.12	2.49696e-06	0.000377754	0.000377764
2.44064e-06	-2.35609	1.02863e-17	3.68012e-16	0.12	2.44071e-06	8.84743e-05	8.84768e-05
2.46627e-06	-2.31145	1.22619e-17	4.39492e-16	0.12	2.46634e-06	0.000470332	0.000470345
2.48971e-06	-2.2894	1.33899e-17	4.72993e-16	0.12	2.48978e-06	0.000443803	0.000443816
2.50342e-06	-2.10591	2.88452e-17	1.16746e-15	0.12	2.50349e-06	0.00356923	0.00356933
2.47698e-06	-2.0521	3.65906e-17	1.61096e-15	0.12	2.47705e-06	0.00423715	0.00423727
2.44581e-06	-2.0521	3.65906e-17	1.67316e-15	0.12	2.44588e-06	0.00288576	0.00288584
2.42866e-06	-2.0521	3.65906e-17	1.70975e-15	0.12	2.42873e-06	0.0033172	0.00331729
2.42132e-06	-2.01908	4.24729e-17	2.06407e-15	0.12	2.42139e-06	0.00435135	0.00435147
2.48085e-06	-1.99949	4.64543e-17	2.14061e-15	0.12	2.48092e-06	0.0043444	0.00434452
2.52492e-06	-1.94171	6.08226e-17	2.81166e-15	0.12	2.52499e-06	0.00473247	0.0047326
2.54955e-06	-1.90401	7.28361e-17	3.39359e-15	0.12	2.54962e-06	0.00431831	0.00431843
2.49249e-06	-1.87923	8.21574e-17	4.23675e-15	0.12	2.49256e-06	0.00324394	0.00324403
2.37282e-06	-1.84865	9.55325e-17	5.85036e-15	0.12	2.37289e-06	0.00271028	0.00271035
2.28229e-06	-1.76533	1.45992e-16	1.07826e-14	0.12	2.28235e-06	0.00310255	0.00310263
2.28343e-06	-1.71352	1.92013e-16	1.50547e-14	0.12	2.28349e-06	0.00317268	0.00317277
2.33247e-06	-1.67414	2.37804e-16	1.86589e-14	0.12	2.33253e-06	0.0027024	0.00270247
2.32301e-06	-1.64649	2.77168e-16	2.27372e-14	0.12	2.32307e-06	0.00211983	0.00211989
2.33486e-06	-1.61925	3.23159e-16	2.71468e-14	0.12	2.33493e-06	0.0026043	0.00260438
2.3488e-06	-1.6031	3.54398e-16	3.00128e-14	0.12	2.34887e-06	0.00255417	0.00255424
2.33229e-06	-1.58708	3.88708e-16	3.41943e-14	0.12	2.33235e-06	0.00164473	0.00164478
2.33015e-06	-1.57648	4.13432e-16	3.69846e-14	0.12	2.33021e-06	0.00176695	0.001767
2.31918e-06	-1.55025	4.82468e-16	4.52207e-14	0.12	2.31925e-06	0.00215116	0.00215122
2.40619e-06	-1.55547	4.67781e-16	3.99175e-14	0.12	2.40626e-06	0.00342342	0.00342352
2.50527e-06	-1.55025	4.82468e-16	3.72117e-14	0.12	2.50534e-06	0.00491387	0.00491401
2.51954e-06	-1.54505	4.97623e-16	3.80293e-14	0.12	2.51961e-06	0.00497262	0.00497276
2.44803e-06	-1.5244	5.63228e-16	4.80988e-14	0.12	2.4481e-06	0.00488562	0.00488576
2.35228e-06	-1.48383	7.22021e-16	7.21668e-14	0.12	2.35234e-06	0.00267852	0.00267859
2.34526e-06	-1.4639	8.17764e-16	8.48245e-14	0.12	2.34532e-06	0.00210781	0.00210787
2.36461e-06	-1.43931	9.55796e-16	1.01121e-13	0.12	2.36468e-06	0.000435958	0.00043597
2.37623e-06	-1.4199	1.08309e-15	1.16838e-13	0.12	2.3763e-06	0.000903359	0.000903384
2.37907e-06	-1.41028	1.15307e-15	1.25987e-13	0.12	2.37914e-06	0.00109925	0.00109928
2.38625e-06	-1.4055	1.18975e-15	1.30107e-13	0.12	2.38632e-06	0.000777122	0.000777144
2.39374e-06	-1.39596	1.26673e-15	1.3965e-13	0.12	2.39381e-06	0.000478761	0.000478775
2.3945e-06	-1.39122	1.3071e-15	1.45007e-13	0.12	2.39457e-06	0.000276948	0.000276956
2.40345e-06	-1.38177	1.39177e-15	1.55359e-13	0.12	2.40352e-06	0.000745387	0.000745408
2.40792e-06	-1.37238	1.48204e-15	1.67196e-13	0.12	2.40799e-06	0.000279959	0.000279967
2.41549e-06	-1.3677	1.52938e-15	1.72527e-13	0.12	2.41555e-06	0.000521527	0.000521541
2.44694e-06	-1.34914	1.73457e-15	1.95634e-13	0.12	2.447e-06	0.000435132	0.000435144
2.46978e-06	-1.33536	1.90663e-15	2.15005e-13	0.12	2.46985e-06	0.000477482	0.000477496
2.49242e-06	-1.32171	2.09605e-15	2.36328e-13	0.12	2.49249e-06	0.000899807	0.000899833
2.49242e-06	-1.32171	2.09605e-15	2.36328e-13	0.12	2.49249e-06	0.000852455	0.000852479
2.49242e-06	-1.32171	2.09605e-15	2.36328e-13	0.12	2.49249e-06	0.000388963	0.000388973
2.49242e-06	-1.32171	2.09605e-15	2.36328e-13	0.12	2.49249e-06	0.000329988	0.000329997
2.5073e-06	-1.31267	2.23281e-15	2.51722e-13	0.12	2.50737e-06	0.000529045	0.00052906
2.51485e-06	-1.30817	2.30457e-15	2.59798e-13	0.12	2.51492e-06	0.000496489	0.000496503
2.51456e-06	-1.30817	2.30457e-15	2.59798e-13	0.12	2.51463e-06	0.00068953	0.000689549
2.52931e-06	-1.29922	2.45518e-15	2.76747e-13	0.12	2.52938e-06	0.00119357	0.00119361
2.52902e-06	-1.29922	2.45518e-15	2.76747e-13	0.12	2.52909e-06	0.000927852	0.000927878
2.51428e-06	-1.30817	2.30457e-15	2.59798e-13	0.12	2.51435e-06	0.000608053	0.00060807
2.51428e-06	-1.30817	2.30457e-15	2.59798e-13	0.12	2.51435e-06	0.000776084	0.000776105
2.50673e-06	-1.31267	2.23281e-15	2.51722e-13	0.12	2.5068e-06	0.000910748	0.000910773
2.50701e-06	-1.31267	2.23281e-15	2.51722e-13	0.12	2.50708e-06	0.000644062	0.00064408
2.51456e-06	-1.30817	2.30457e-15	2.59798e-13	0.12	2.51463e-06	0.000569592	0.000569608
2.51485e-06	-1.30817	2.30457e-15	2.59798e-13	0.12	2.51492e-06	0.000608387	0.000608404
2.49242e-06	-1.32171	2.09605e-15	2.36328e-13	0.12	2.49249e-06	0.00071859	0.00071861
2.49242e-06	-1.32171	2.09605e-15	2.36328e-13	0.12	2.49249e-06	0.000948537	0.000948563
2.49299e-06	-1.32171	2.09605e-15	2.36328e-13	0.12	2.49306e-06	0.000806922	0.000806945
2.49328e-06	-1.32171	2.09605e-15	2.36328e-13	0.12	2.49335e-06	0.000762491	0.000762513
2.50145e-06	-1.31718	2.16334e-15	2.43903e-13	0.12	2.50152e-06	0.000456683	0.000456696
2.50174e-06	-1.31718	2.16334e-15	2.43903e-13	0.12	2.50181e-06	0.000278378	0.000278386
2.47266e-06	-1.33536	1.90663e-15	2.14624e-13	0.12	2.47272e-06	0.000201086	0.000201092
2.42755e-06	-1.37238	1.48204e-15	1.64084e-13	0.12	2.42762e-06	0.000285846	0.000285854
2.42218e-06	-1.37707	1.43619e-15	1.58728e-13	0.12	2.42225e-06	7.55237e-05	7.55258e-05
2.45567e-06	-1.35376	1.68078e-15	1.8672e-13	0.12	2.45574e-06	0.000243378	0.000243384
2.41415e-06	-1.38649	1.34877e-15	1.47734e-13	0.12	2.41422e-06	0.000171127	0.000171132
2.36936e-06	-1.42473	1.04974e-15	1.13141e-13	0.12	2.36943e-06	4.97173e-05	4.97187e-05
2.32802e-06	-1.45895	8.43653e-16	8.97828e-14	0.12	2.32808e-06	4.77167e-05	4.77181e-05
2.26437e-06	-1.50907	6.18144e-16	6.48313e-14	0.12	2.26443e-06	1.58854e-05	1.58859e-05
2.20476e-06	-1.55547	4.67781e-16	4.85247e-14	0.12	2.20482e-06	4.06094e-07	4.06106e-07
2.19664e-06	-1.58708	3.88708e-16	3.89366e-14	0.12	2.1967e-06	2.01266e-05	2.01271e-05
2.18291e-06	-1.6301	3.03898e-16	2.91488e-14	0.12	2.18297e-06	1.99157e-05	1.99162e-05
2.1851e-06	-1.68531	2.23691e-16	2.00148e-14	0.12	2.18516e-06	4.15337e-05	4.15348e-05
2.1609e-06	-1.72491	1.80654e-16	1.5756e-14	0.12	2.16096e-06	3.26772e-05	3.26781e-05
2.14827e-06	-1.75951	1.50497e-16	1.27549e-14	0.12	2.14833e-06	0.000104007	0.00010401
2.182e-06	-1.78291	1.33281e-16	1.06858e-14	0.12	2.18206e-06	0.000190945	0.00019095
2.20567e-06	-1.79471	1.25436e-16	9.71959e-15	0.12	2.20574e-06	0.000217189	0.000217195
2.15093e-06	-1.83655	1.01482e-16	7.888e-15	0.12	2.15099e-06	0.00047011	0.000470123
2.15963e-06	-1.83052	1.04597e-16	8.11905e-15	0.12	2.15969e-06	0.000673595	0.000673614
2.19778e-06	-1.85473	9.26911e-17	6.77992e-15	0.12	2.19784e-06	0.000601238	0.000601255
2.19125e-06	-1.8854	7.9719e-17	5.68194e-15	0.12	2.19131e-06	0.000827	0.000827024
2.23059e-06	-1.87923	8.21574e-17	5.68272e-15	0.12	2.23066e-06	0.00114854	0.00114857
2.22789e-06	-1.89779	7.50602e-17	5.10307e-15	0.12	2.22795e-06	0.00130455	0.00130458
2.23996e-06	-1.92278	6.65546e-17	4.35998e-15	0.12	2.24002e-06	0.0014987	0.00149874
2.24802e-06	-1.91651	6.85849e-17	4.48572e-15	0.12	2.24808e-06	0.00202715	0.00202721
2.217e-06	-1.96721	5.39501e-17	3.45554e-15	0.12	2.21707e-06	0.00158506	0.00158511
2.24836e-06	-1.94171	6.08226e-17	3.87606e-15	0.12	2.24843e-06	0.00225081	0.00225087
2.24095e-06	-1.95443	5.72816e-17	3.62816e-15	0.12	2.24101e-06	0.00230971	0.00230978
2.27266e-06	-1.98007	5.08144e-17	3.04187e-15	0.12	2.27272e-06	0.00248028	0.00248035
2.30679e-06	-1.97363	5.23584e-17	3.04498e-15	0.12	2.30686e-06	0.00249062	0.00249069
2.29137e-06	-2.01253	4.376e-17	2.48958e-15	0.12	2.29143e-06	0.00200963	0.00200968
2.31689e-06	-1.99949	4.64543e-17	2.60515e-15	0.12	2.31696e-06	0.00199001	0.00199006
2.32054e-06	-2.01908	4.24729e-17	2.3274e-15	0.12	2.3206e-06	0.00186155	0.0018616
2.30201e-06	-2.03883	3.88375e-17	2.12887e-15	0.12	2.30207e-06	0.00182949	0.00182954
2.29753e-06	-2.01253	4.376e-17	2.4677e-15	0.12	2.29759e-06	0.00298476	0.00298484
2.29264e-06	-2.01908	4.24729e-17	2.39111e-15	0.12	2.29271e-06	0.00246698	0.00246705
2.30678e-06	-2.02565	4.12241e-17	2.27158e-15	0.12	2.30685e-06	0.00310961	0.0031097
2.32305e-06	-2.02565	4.12241e-17	2.23448e-15	0.12	2.32312e-06	0.00255003	0.0025501
2.31683e-06	-2.01253	4.376e-17	2.41518e-15	0.12	2.31689e-06	0.00402906	0.00402917
2.32916e-06	-1.993	4.78636e-17	2.65518e-15	0.12	2.32923e-06	0.00375681	0.00375692
2.34497e-06	-1.97363	5.23584e-17	2.91409e-15	0.12	2.34504e-06	0.00360463	0.00360473
2.37122e-06	-1.96721	5.39501e-17	2.93762e-15	0.12	2.37129e-06	0.00359538	0.00359548
2.396e-06	-1.92908	6.45853e-17	3.55965e-15	0.12	2.39606e-06	0.00431696	0.00431708
2.37615e-06	-1.94171	6.08226e-17	3.38339e-15	0.12	2.37622e-06	0.00195274	0.00195279
2.36831e-06	-1.92278	6.65546e-17	3.80757e-15	0.12	2.36837e-06	0.0027235	0.00272357
2.35394e-06	-1.8854	7.9719e-17	4.82098e-15	0.12	2.354e-06	0.00258725	0.00258732
2.35366e-06	-1.85473	9.26911e-17	5.7974e-15	0.12	2.35373e-06	0.0028326	0.00283268
2.41465e-06	-1.84259	9.84623e-17	5.84213e-15	0.12	2.41472e-06	0.00207826	0.00207832
2.42892e-06	-1.81253	1.14537e-16	6.91855e-15	0.12	2.42899e-06	0.00173564	0.00173569
2.42718e-06	-1.77703	1.37387e-16	8.6649e-15	0.12	2.42725e-06	0.00179375	0.00179381
2.44604e-06	-1.75951	1.50497e-16	9.48908e-15	0.12	2.44611e-06	0.0013616	0.00136164
2.46104e-06	-1.73638	1.69974e-16	1.08321e-14	0.12	2.46111e-06	0.00163409	0.00163413
2.50409e-06	-1.71352	1.92013e-16	1.19633e-14	0.12	2.50416e-06	0.0014289	0.00142894
2.56994e-06	-1.70218	2.04099e-16	1.18771e-14	0.12	2.57002e-06	0.0017946	0.00179465
2.61276e-06	-1.69092	2.16956e-16	1.2102e-14	0.12	2.61283e-06	0.00136527	0.0013653
2.64356e-06	-1.67971	2.30638e-16	1.25165e-14	0.12	2.64363e-06	0.00167638	0.00167643
2.50823e-06	-1.66303	2.52818e-16	1.67496e-14	0.12	2.5083e-06	0.00136173	0.00136176
2.55138e-06	-1.66303	2.52818e-16	1.589e-14	0.12	2.55145e-06	0.00168523	0.00168528
2.63899e-06	-1.6575	2.60684e-16	1.46884e-14	0.12	2.63906e-06	0.00159371	0.00159375
2.67105e-06	-1.64649	2.77168e-16	1.51428e-14	0.12	2.67112e-06	0.00099384	0.000993868
2.62043e-06	-1.6301	3.03898e-16	1.82692e-14	0.12	2.6205e-06	0.000617053	0.000617071
2.50372e-06	-1.60847	3.43657e-16	2.46721e-14	0.12	2.50379e-06	0.000173275	0.00017328
2.47132e-06	-1.5924	3.76912e-16	2.87113e-14	0.12	2.47139e-06	8.25587e-05	8.2561e-05
2.41295e-06	-1.5712	4.26389e-16	3.56254e-14	0.12	2.41302e-06	0.000375179	0.00037519
2.40818e-06	-1.55547	4.67781e-16	4.01514e-14	0.12	2.40825e-06	0.000861581	0.000861606
2.31666e-06	-1.52954	5.46045e-16	5.31871e-14	0.12	2.31673e-06	0.000450374	0.000450386
2.28556e-06	-1.50907	6.18144e-16	6.37805e-14	0.12	2.28563e-06	0.000228208	0.000228214
2.29723e-06	-1.49893	6.57738e-16	6.81211e-14	0.12	2.2973e-06	0.000639369	0.000639387
2.30995e-06	-1.48885	6.99914e-16	7.2691e-14	0.12	2.31001e-06	0.000647707	0.000647725
2.31965e-06	-1.48383	7.22021e-16	7.48383e-14	0.12	2.31972e-06	0.000617109	0.000617126
2.33213e-06	-1.47882	7.4483e-16	7.68256e-14	0.12	2.33219e-06	0.000365357	0.000365367
2.34788e-06	-1.47383	7.68377e-16	7.86351e-14	0.12	2.34795e-06	0.000221688	0.000221694
2.35726e-06	-1.4639	8.17764e-16	8.41703e-14	0.12	2.35733e-06	2.40393e-05	2.404e-05
2.35666e-06	-1.45402	8.70366e-16	9.09668e-14	0.12	2.35672e-06	9.75227e-05	9.75254e-05
2.35206e-06	-1.43931	9.55796e-16	1.02555e-13	0.12	2.35212e-06	3.95013e-05	3.95024e-05
2.36661e-06	-1.42473	1.04974e-15	1.13561e-13	0.12	2.36668e-06	0	0
2.36758e-06	-1.42473	1.04974e-15	1.13456e-13	0.12	2.36764e-06	4.96169e-05	4.96183e-05
2.35443e-06	-1.42473	1.04974e-15	1.1482e-13	0.12	2.3545e-06	0.000161413	0.000161417
2.36355e-06	-1.41509	1.11753e-15	1.23004e-13	0.12	2.36361e-06	0.00016278	0.000162785
2.36799e-06	-1.4055	1.18975e-15	1.32368e-13	0.12	2.36806e-06	5.99788e-05	5.99804e-05
2.37168e-06	-1.39596	1.26673e-15	1.42564e-13	0.12	2.37175e-06	0.000320886	0.000320895
2.39271e-06	-1.38177	1.39177e-15	1.57029e-13	0.12	2.39278e-06	0.000618134	0.000618151
2.41605e-06	-1.3677	1.52938e-15	1.72527e-13	0.12	2.41612e-06	0.000422883	0.000422895
2.4314e-06	-1.35839	1.62869e-15	1.83711e-13	0.12	2.43147e-06	0.000640943	0.000640961
2.43946e-06	-1.35376	1.68078e-15	1.89577e-13	0.12	2.43953e-06	0.00019504	0.000195046
2.44722e-06	-1.34914	1.73457e-15	1.95634e-13	0.12	2.44729e-06	0.000403832	0.000403844
2.46238e-06	-1.33994	1.84744e-15	2.08342e-13	0.12	2.46245e-06	0.000659148	0.000659166
2.46238e-06	-1.33994	1.84744e-15	2.08342e-13	0.12	2.46245e-06	0.00058136	0.000581377
2.45495e-06	-1.34453	1.7901e-15	2.01886e-13	0.12	2.45502e-06	0.000505384	0.000505398
2.44751e-06	-1.34914	1.73457e-15	1.95634e-13	0.12	2.44757e-06	0.000468069	0.000468082
2.44751e-06	-1.34914	1.73457e-15	1.95634e-13	0.12	2.44757e-06	0.000435386	0.000435398
2.46295e-06	-1.33994	1.84744e-15	2.08342e-13	0.12	2.46302e-06	0.000544723	0.000544738
2.47092e-06	-1.33536	1.90663e-15	2.15005e-13	0.12	2.47099e-06	0.000705377	0.000705396
2.47887e-06	-1.3308	1.96776e-15	2.21887e-13	0.12	2.47894e-06	0.000753111	0.000753132
2.47178e-06	-1.33536	1.90663e-15	2.15005e-13	0.12	2.47185e-06	0.000412921	0.000412932
2.47207e-06	-1.33536	1.90663e-15	2.15005e-13	0.12	2.47213e-06	0.000271234	0.000271242
2.47235e-06	-1.33536	1.90663e-15	2.15005e-13	0.12	2.47242e-06	0.000445297	0.000445309
2.48002e-06	-1.3308	1.96776e-15	2.21887e-13	0.12	2.48009e-06	0.000326522	0.000326531
2.44117e-06	-1.35376	1.68078e-15	1.89577e-13	0.12	2.44124e-06	0.000263733	0.00026374
2.40146e-06	-1.37707	1.43619e-15	1.62032e-13	0.12	2.40153e-06	0.000448459	0.000448471
2.38564e-06	-1.38649	1.34877e-15	1.52185e-13	0.12	2.3857e-06	0.000652109	0.000652127
2.34728e-06	-1.41028	1.15307e-15	1.29908e-13	0.12	2.34735e-06	0.000829676	0.000829699
2.30494e-06	-1.4442	9.26413e-16	1.03021e-13	0.12	2.30501e-06	0.000437236	0.000437248
2.28409e-06	-1.46886	7.9268e-16	8.65871e-14	0.12	2.28416e-06	0.000555704	0.00055572
2.27781e-06	-1.47882	7.4483e-16	8.06242e-14	0.12	2.27788e-06	0.000426102	0.000426114
2.23776e-06	-1.51417	5.9926e-16	6.39329e-14	0.12	2.23782e-06	0.000466727	0.00046674
2.20251e-06	-1.54505	4.97623e-16	5.24604e-14	0.12	2.20257e-06	0.000340003	0.000340013
2.16761e-06	-1.57648	4.13432e-16	4.3062e-14	0.12	2.16767e-06	0.000326268	0.000326277
2.14122e-06	-1.61925	3.23159e-16	3.25759e-14	0.12	2.14128e-06	0.000230433	0.00023044
2.12393e-06	-1.6575	2.60684e-16	2.54286e-14	0.12	2.12399e-06	0.000267138	0.000267145
2.11546e-06	-1.71352	1.92013e-16	1.76469e-14	0.12	2.11552e-06	0.000207009	0.000207015
2.14549e-06	-1.74214	1.64877e-16	1.43004e-14	0.12	2.14555e-06	0.00021736	0.000217366
2.12859e-06	-1.83052	1.04597e-16	8.34917e-15	0.12	2.12864e-06	5.69872e-05	5.69888e-05
2.1051e-06	-1.92908	6.45853e-17	4.75448e-15	0.12	2.10516e-06	6.59001e-05	6.5902e-05
2.14644e-06	-1.91025	7.06781e-17	5.11695e-15	0.12	2.1465e-06	0.000266005	0.000266013
2.143e-06	-1.91025	7.06781e-17	5.13109e-15	0.12	2.14306e-06	0.00024337	0.000243377
2.11871e-06	-1.92278	6.65546e-17	4.87245e-15	0.12	2.11877e-06	0.000373911	0.000373921
2.14554e-06	-1.92278	6.65546e-17	4.7593e-15	0.12	2.1456e-06	0.00060073	0.000600747
2.14516e-06	-1.97363	5.23584e-17	3.56333e-15	0.12	2.14522e-06	0.000418594	0.000418605
2.16954e-06	-1.99949	4.64543e-17	3.0186e-15	0.12	2.1696e-06	0.000526007	0.000526022
2.21961e-06	-2.01253	4.376e-17	2.68212e-15	0.12	2.21967e-06	0.000669495	0.000669514
2.17323e-06	-2.08559	3.15331e-17	1.88744e-15	0.12	2.17329e-06	0.000412672	0.000412684
2.26128e-06	-2.06544	3.44758e-17	1.93196e-15	0.12	2.26134e-06	0.00063121	0.000631227
